neutral	outlier_pcadapt	outlier_outflanck	outlier_bayescan
AX-578098342			
AX-578144933			
AX-578105147			
AX-578144934			
AX-578224143			
AX-578141296			
AX-578141297			
AX-578141298			
AX-578158282			
AX-578158280			
AX-578229986			
AX-578117118			
AX-578204352			
AX-578125130			
AX-578105167			
AX-578184433			
AX-578105162			
AX-578105164			
AX-578228850			
AX-578149643			
AX-578149644			
AX-578194066			
AX-578194067			
AX-578114824			
AX-578114828			
AX-578092249			
AX-578218011			
AX-578206112			
AX-578126891			
AX-578173012			
AX-578218634			
AX-578139427			
AX-578093726			
AX-578093727			
AX-578177032			
AX-578097771			
AX-578220578			
AX-578220579			
AX-578220580			
AX-578097753			
AX-578220581			
AX-578097754			
AX-578177035			
AX-578177036			
AX-578177037			
AX-578097763			
AX-578177043			
AX-578235995			
AX-578129795			
AX-578086562			
AX-578086551			
AX-578086552			
AX-578086553			
AX-578086558			
AX-578086560			
AX-578140324			
AX-578174980			
AX-578174973			
AX-578174975			
AX-578174977			
AX-578108073			
AX-578108074			
AX-578187335			
AX-578108077			
AX-578229556			
AX-578198539			
AX-578151835			
AX-578198537			
AX-578119301			
AX-578198541			
AX-578119307			
AX-578151832			
AX-578151833			
AX-578231041			
AX-578119297			
AX-578199528			
AX-578199529			
AX-578120293			
AX-578120295			
AX-578199534			
AX-578199537			
AX-578231496			
AX-578199540			
AX-578199541			
AX-578188711			
AX-578092158			
AX-578140116			
AX-578174512			
AX-578095234			
AX-578219323			
AX-578095219			
AX-578174499			
AX-578095221			
AX-578095222			
AX-578095226			
AX-578140117			
AX-578174507			
AX-578207417			
AX-578207419			
AX-578156031			
AX-578128206			
AX-578235240			
AX-578156033			
AX-578156034			
AX-578195991			
AX-578150605			
AX-578083995			
AX-578083996			
AX-578083998			
AX-578214324			
AX-578084004			
AX-578214316			
AX-578214317			
AX-578135108			
AX-578135109			
AX-578214320			
AX-578214321			
AX-578163293			
AX-578135112			
AX-578162218			
AX-578162219			
AX-578162222			
AX-578082915			
AX-578162226			
AX-578213763			
AX-578162217			
AX-578123235			
AX-578153657			
AX-578202466			
AX-578153660			
AX-578123246			
AX-578153664			
AX-578232724			
AX-578202182			
AX-578232725			
AX-578122952			
AX-578153520			
AX-578130226			
AX-578209447			
AX-578209450			
AX-578209452			
AX-578130223			
AX-578212115			
AX-578237563			
AX-578158355			
AX-578109034			
AX-578144794			
AX-578144795			
AX-578184084			
AX-578104824			
AX-578222334			
AX-578101303			
AX-578101304			
AX-578166200			
AX-578086898			
AX-578166197			
AX-578225305			
AX-578186734			
AX-578107477			
AX-578225300			
AX-578093393			
AX-578172682			
AX-578182688			
AX-578107730			
AX-578122296			
AX-578232449			
AX-578232451			
AX-578232452			
AX-578087979			
AX-578087980			
AX-578196277			
AX-578150733			
AX-578117023			
AX-578150738			
AX-578150739			
AX-578150742			
AX-578150746			
AX-578150747			
AX-578097578			
AX-578176859			
AX-578176850			
AX-578141285			
AX-578176851			
AX-578176853			
AX-578092315			
AX-578145300			
AX-578185142			
AX-578190435			
AX-578190438			
AX-578111186			
AX-578227068			
AX-578227070			
AX-578095435			
AX-578095424			
AX-578095425			
AX-578140212			
AX-578095426			
AX-578095429			
AX-578095430			
AX-578219421			
AX-578140214			
AX-578140215			
AX-578202515			
AX-578232885			
AX-578123286			
AX-578139311			
AX-578218521			
AX-578093421			
AX-578093422			
AX-578093424			
AX-578174601			
AX-578218882			
AX-578218876			
AX-578139670			
AX-578218881			
AX-578173465			
AX-578173450			
AX-578094169			
AX-578173452			
AX-578173453			
AX-578173455			
AX-578173456			
AX-578122533			
AX-578122534			
AX-578201766			
AX-578139928			
AX-578219137			
AX-578139925			
AX-578139926			
AX-578174083			
AX-578139927			
AX-578094801			
AX-578139931			
AX-578139935			
AX-578174088			
AX-578219145			
AX-578174093			
AX-578139920			
AX-578139921			
AX-578219130			
AX-578219131			
AX-578204898			
AX-578125674			
AX-578234032			
AX-578204893			
AX-578156494			
AX-578235700			
AX-578235694			
AX-578208396			
AX-578235697			
AX-578156488			
AX-578129182			
AX-578156491			
AX-578208404			
AX-578156493			
AX-578086565			
AX-578181584			
AX-578181587			
AX-578102031			
AX-578222630			
AX-578137889			
AX-578090174			
AX-578169461			
AX-578090176			
AX-578177664			
AX-578220923			
AX-578177662			
AX-578098389			
AX-578117627			
AX-578117630			
AX-578118959			
AX-578118964			
AX-578081850			
AX-578220930			
AX-578220935			
AX-578098436			
AX-578220938			
AX-578141732			
AX-578177686			
AX-578177687			
AX-578141725			
AX-578177694			
AX-578141726			
AX-578177698			
AX-578177701			
AX-578141729			
AX-578177708			
AX-578088358			
AX-578216276			
AX-578167650			
AX-578137070			
AX-578167658			
AX-578141649			
AX-578141650			
AX-578141651			
AX-578141643			
AX-578141644			
AX-578141645			
AX-578098241			
AX-578220855			
AX-578166570			
AX-578136538			
AX-578166565			
AX-578166567			
AX-578171773			
AX-578092490			
AX-578218135			
AX-578171777			
AX-578171768			
AX-578171770			
AX-578167494			
AX-578088209			
AX-578088210			
AX-578112558			
AX-578225013			
AX-578145804			
AX-578188788			
AX-578226279			
AX-578226280			
AX-578147073			
AX-578226283			
AX-578186747			
AX-578107492			
AX-578192328			
AX-578113080			
AX-578192334			
AX-578149913			
AX-578194555			
AX-578229123			
AX-578149916			
AX-578134027			
AX-578081718			
AX-578081720			
AX-578137099			
AX-578137100			
AX-578088424			
AX-578167715			
AX-578167718			
AX-578116363			
AX-578150415			
AX-578116364			
AX-578116368			
AX-578195611			
AX-578229622			
AX-578195602			
AX-578164914			
AX-578085613			
AX-578085490			
AX-578164791			
AX-578164788			
AX-578084107			
AX-578227744			
AX-578189261			
AX-578226503			
AX-578110011			
AX-578147296			
AX-578147298			
AX-578189257			
AX-578226499			
AX-578147292			
AX-578147293			
AX-578147294			
AX-578135575			
AX-578085048			
AX-578135576			
AX-578192471			
AX-578148840			
AX-578148841			
AX-578192473			
AX-578113222			
AX-578230800			
AX-578198068			
AX-578118831			
AX-578151594			
AX-578198072			
AX-578133662			
AX-578212874			
AX-578107926			
AX-578103344			
AX-578223232			
AX-578204984			
AX-578226255			
AX-578147048			
AX-578226259			
AX-578226260			
AX-578188739			
AX-578109484			
AX-578188726			
AX-578226249			
AX-578147043			
AX-578226253			
AX-578188734			
AX-578147046			
AX-578147049			
AX-578083317			
AX-578134760			
AX-578162634			
AX-578134761			
AX-578134762			
AX-578162639			
AX-578134758			
AX-578083304			
AX-578162612			
AX-578134759			
AX-578162620			
AX-578083316			
AX-578162625			
AX-578176323			
AX-578141018			
AX-578141016			
AX-578176314			
AX-578176315			
AX-578097042			
AX-578166510			
AX-578166511			
AX-578136513			
AX-578136515			
AX-578166507			
AX-578136518			
AX-578234522			
AX-578155315			
AX-578155317			
AX-578155319			
AX-578205923			
AX-578234528			
AX-578234530			
AX-578234531			
AX-578234532			
AX-578234518			
AX-578205917			
AX-578205919			
AX-578205921			
AX-578234520			
AX-578134976			
AX-578214192			
AX-578163037			
AX-578134977			
AX-578134980			
AX-578154854			
AX-578154855			
AX-578154851			
AX-578143748			
AX-578222956			
AX-578181973			
AX-578143746			
AX-578143747			
AX-578102694			
AX-578181963			
AX-578102698			
AX-578092653			
AX-578092659			
AX-578092662			
AX-578138985			
AX-578218195			
AX-578218189			
AX-578171936			
AX-578218190			
AX-578148405			
AX-578232644			
AX-578201996			
AX-578122766			
AX-578122770			
AX-578122761			
AX-578122763			
AX-578232641			
AX-578161246			
AX-578161249			
AX-578237596			
AX-578212178			
AX-578182973			
AX-578144204			
AX-578144205			
AX-578223400			
AX-578223401			
AX-578144195			
AX-578103695			
AX-578144197			
AX-578182960			
AX-578182962			
AX-578182963			
AX-578182964			
AX-578103701			
AX-578144202			
AX-578182969			
AX-578223410			
AX-578192905			
AX-578199840			
AX-578199841			
AX-578185899			
AX-578185905			
AX-578185888			
AX-578224901			
AX-578185894			
AX-578224903			
AX-578106635			
AX-578185901			
AX-578198420			
AX-578100227			
AX-578099904			
AX-578179162			
AX-578142455			
AX-578099898			
AX-578179165			
AX-578169309			
AX-578137833			
AX-578169302			
AX-578227094			
AX-578190500			
AX-578190496			
AX-578111244			
AX-578111246			
AX-578111235			
AX-578111238			
AX-578111239			
AX-578190493			
AX-578111241			
AX-578224480			
AX-578185111			
AX-578145273			
AX-578185115			
AX-578185120			
AX-578105859			
AX-578105862			
AX-578105865			
AX-578082067			
AX-578133427			
AX-578103038			
AX-578103042			
AX-578103044			
AX-578182311			
AX-578103048			
AX-578103033			
AX-578132272			
AX-578144289			
AX-578223497			
AX-578183129			
AX-578103868			
AX-578092727			
AX-578171995			
AX-578092714			
AX-578092715			
AX-578092717			
AX-578172008			
AX-578172009			
AX-578092726			
AX-578139009			
AX-578172014			
AX-578092732			
AX-578172020			
AX-578092737			
AX-578187949			
AX-578225905			
AX-578187958			
AX-578220832			
AX-578098196			
AX-578098197			
AX-578122226			
AX-578201459			
AX-578122229			
AX-578122223			
AX-578189835			
AX-578189836			
AX-578110584			
AX-578110585			
AX-578209805			
AX-578236423			
AX-578209806			
AX-578130589			
AX-578157215			
AX-578130577			
AX-578209796			
AX-578209799			
AX-578209804			
AX-578088480			
AX-578088477			
AX-578167768			
AX-578149956			
AX-578115417			
AX-578115423			
AX-578194668			
AX-578115426			
AX-578086143			
AX-578161327			
AX-578161331			
AX-578082021			
AX-578161337			
AX-578082026			
AX-578161310			
AX-578081999			
AX-578161312			
AX-578134142			
AX-578082004			
AX-578213354			
AX-578161317			
AX-578082010			
AX-578150409			
AX-578229619			
AX-578229621			
AX-578195596			
AX-578195577			
AX-578195578			
AX-578195579			
AX-578150400			
AX-578195580			
AX-578150402			
AX-578229612			
AX-578150405			
AX-578229615			
AX-578146963			
AX-578226172			
AX-578188588			
AX-578188591			
AX-578188593			
AX-578226175			
AX-578104877			
AX-578118140			
AX-578118143			
AX-578139045			
AX-578172111			
AX-578172113			
AX-578139041			
AX-578139043			
AX-578218252			
AX-578180975			
AX-578180978			
AX-578222505			
AX-578222506			
AX-578222507			
AX-578222508			
AX-578099388			
AX-578178658			
AX-578178661			
AX-578142211			
AX-578142212			
AX-578142213			
AX-578178671			
AX-578090058			
AX-578217054			
AX-578084909			
AX-578135520			
AX-578084913			
AX-578164217			
AX-578164218			
AX-578196906			
AX-578117661			
AX-578196903			
AX-578153117			
AX-578201241			
AX-578168991			
AX-578168980			
AX-578137673			
AX-578137675			
AX-578137676			
AX-578137677			
AX-578089697			
AX-578168986			
AX-578137679			
AX-578137680			
AX-578201171			
AX-578201175			
AX-578153086			
AX-578232294			
AX-578201162			
AX-578201163			
AX-578201173			
AX-578105994			
AX-578224564			
AX-578145357			
AX-578145355			
AX-578118275			
AX-578197516			
AX-578151302			
AX-578141480			
AX-578220689			
AX-578220690			
AX-578182444			
AX-578187903			
AX-578146672			
AX-578187908			
AX-578108653			
AX-578187898			
AX-578122705			
AX-578201940			
AX-578088644			
AX-578095646			
AX-578133748			
AX-578158775			
AX-578212965			
AX-578237987			
AX-578158777			
AX-578212971			
AX-578158778			
AX-578205667			
AX-578126445			
AX-578205669			
AX-578200257			
AX-578231847			
AX-578121025			
AX-578121029			
AX-578162947			
AX-578162948			
AX-578226348			
AX-578109662			
AX-578109663			
AX-578226349			
AX-578147142			
AX-578188927			
AX-578147145			
AX-578226355			
AX-578147148			
AX-578226357			
AX-578188931			
AX-578147150			
AX-578147152			
AX-578147153			
AX-578109677			
AX-578226364			
AX-578183188			
AX-578103925			
AX-578223529			
AX-578183198			
AX-578103935			
AX-578223532			
AX-578144326			
AX-578223534			
AX-578103937			
AX-578119409			
AX-578198650			
AX-578119408			
AX-578198649			
AX-578138571			
AX-578091731			
AX-578091734			
AX-578217778			
AX-578126946			
AX-578206169			
AX-578206174			
AX-578234660			
AX-578155451			
AX-578109743			
AX-578189003			
AX-578090741			
AX-578217375			
AX-578138170			
AX-578090744			
AX-578170028			
AX-578170030			
AX-578170031			
AX-578108489			
AX-578225800			
AX-578116936			
AX-578229896			
AX-578151817			
AX-578119271			
AX-578198511			
AX-578231028			
AX-578119276			
AX-578198518			
AX-578198519			
AX-578231031			
AX-578151818			
AX-578198505			
AX-578119267			
AX-578198507			
AX-578151820			
AX-578227517			
AX-578191349			
AX-578227789			
AX-578148579			
AX-578227788			
AX-578112656			
AX-578227791			
AX-578112659			
AX-578191901			
AX-578148575			
AX-578112650			
AX-578170003			
AX-578090718			
AX-578138161			
AX-578217370			
AX-578138153			
AX-578090709			
AX-578138157			
AX-578169996			
AX-578090714			
AX-578234319			
AX-578110540			
AX-578226781			
AX-578110541			
AX-578189761			
AX-578189762			
AX-578110507			
AX-578147554			
AX-578110509			
AX-578110512			
AX-578110513			
AX-578189771			
AX-578147556			
AX-578110520			
AX-578147557			
AX-578189782			
AX-578110527			
AX-578110529			
AX-578147562			
AX-578147563			
AX-578147564			
AX-578147567			
AX-578110531			
AX-578110534			
AX-578110536			
AX-578110537			
AX-578147572			
AX-578147642			
AX-578147643			
AX-578189947			
AX-578147645			
AX-578189951			
AX-578147648			
AX-578122371			
AX-578111736			
AX-578227334			
AX-578190991			
AX-578111738			
AX-578148130			
AX-578190995			
AX-578227330			
AX-578190978			
AX-578227332			
AX-578095610			
AX-578219489			
AX-578095611			
AX-578095612			
AX-578148303			
AX-578227513			
AX-578191343			
AX-578202772			
AX-578202767			
AX-578153800			
AX-578123542			
AX-578090821			
AX-578217398			
AX-578170097			
AX-578201258			
AX-578201262			
AX-578094293			
AX-578122911			
AX-578122914			
AX-578108428			
AX-578146566			
AX-578108426			
AX-578187685			
AX-578108423			
AX-578225771			
AX-578225772			
AX-578109347			
AX-578146974			
AX-578226183			
AX-578109348			
AX-578188611			
AX-578188612			
AX-578192848			
AX-578192849			
AX-578170493			
AX-578091212			
AX-578091213			
AX-578217553			
AX-578109858			
AX-578226430			
AX-578189118			
AX-578109864			
AX-578147223			
AX-578158703			
AX-578158705			
AX-578133562			
AX-578158706			
AX-578212774			
AX-578193400			
AX-578114153			
AX-578228566			
AX-578149359			
AX-578228569			
AX-578149362			
AX-578149364			
AX-578228573			
AX-578149354			
AX-578193414			
AX-578149366			
AX-578114161			
AX-578114162			
AX-578114163			
AX-578114166			
AX-578114169			
AX-578193421			
AX-578155408			
AX-578126858			
AX-578177349			
AX-578213276			
AX-578213277			
AX-578213278			
AX-578161129			
AX-578120889			
AX-578120890			
AX-578234276			
AX-578205372			
AX-578234274			
AX-578126144			
AX-578126145			
AX-578199004			
AX-578210121			
AX-578130918			
AX-578157403			
AX-578157404			
AX-578210139			
AX-578130900			
AX-578236600			
AX-578157391			
AX-578236602			
AX-578236603			
AX-578130902			
AX-578130903			
AX-578236604			
AX-578157395			
AX-578157396			
AX-578210122			
AX-578210123			
AX-578130907			
AX-578210127			
AX-578210129			
AX-578117731			
AX-578117732			
AX-578196972			
AX-578151036			
AX-578107747			
AX-578146209			
AX-578146210			
AX-578225419			
AX-578107750			
AX-578225411			
AX-578225414			
AX-578119731			
AX-578231236			
AX-578231237			
AX-578106603			
AX-578185867			
AX-578185862			
AX-578201727			
AX-578201726			
AX-578180555			
AX-578143118			
AX-578101287			
AX-578101283			
AX-578101284			
AX-578141220			
AX-578141222			
AX-578141223			
AX-578176739			
AX-578220434			
AX-578097463			
AX-578216591			
AX-578216593			
AX-578089053			
AX-578089054			
AX-578177865			
AX-578177867			
AX-578098600			
AX-578221009			
AX-578141803			
AX-578130493			
AX-578164098			
AX-578164100			
AX-578135727			
AX-578164683			
AX-578164693			
AX-578164694			
AX-578085375			
AX-578164682			
AX-578135720			
AX-578164690			
AX-578175520			
AX-578096233			
AX-578212560			
AX-578221253			
AX-578099032			
AX-578094757			
AX-578174043			
AX-578174044			
AX-578094763			
AX-578094764			
AX-578174030			
AX-578094754			
AX-578139909			
AX-578219118			
AX-578219119			
AX-578124533			
AX-578124535			
AX-578206184			
AX-578164968			
AX-578085667			
AX-578143030			
AX-578143032			
AX-578101133			
AX-578222236			
AX-578143026			
AX-578222234			
AX-578180393			
AX-578143028			
AX-578096709			
AX-578175987			
AX-578210199			
AX-578151254			
AX-578197421			
AX-578131705			
AX-578230196			
AX-578196787			
AX-578196788			
AX-578150986			
AX-578085498			
AX-578158348			
AX-578099160			
AX-578178431			
AX-578189385			
AX-578110133			
AX-578110127			
AX-578189383			
AX-578237500			
AX-578158290			
AX-578237502			
AX-578237503			
AX-578212004			
AX-578132795			
AX-578158288			
AX-578132786			
AX-578120271			
AX-578120272			
AX-578199511			
AX-578120682			
AX-578199920			
AX-578120685			
AX-578199912			
AX-578125171			
AX-578233745			
AX-578233746			
AX-578204380			
AX-578204381			
AX-578125159			
AX-578125162			
AX-578125163			
AX-578204388			
AX-578112851			
AX-578112849			
AX-578116479			
AX-578195723			
AX-578195725			
AX-578150464			
AX-578178031			
AX-578141908			
AX-578178018			
AX-578178019			
AX-578178022			
AX-578098750			
AX-578178025			
AX-578221113			
AX-578221114			
AX-578178028			
AX-578178542			
AX-578099277			
AX-578099278			
